-0.11495,-0.11301,-0.11796,-0.11631,-0.11684,-0.11765,-0.11469,-0.11809,-0.11534,-0.11212,-0.11539,-0.11916,-0.11595,-0.11325,-0.11558,-0.11546,-0.11489,-0.11224,-0.11574,-0.11375,-0.11634,-0.11434,-0.11801,-0.11956,-0.11358,-0.11934,-0.11014,-0.11525,-0.11655,-0.11569,-0.11195,-0.11293,5
-0.1178,-0.11796,-0.11746,-0.11463,-0.11746,-0.11625,-0.11639,-0.11599,-0.11628,-0.11576,-0.11709,-0.11129,-0.11536,-0.11652,-0.11817,-0.11872,-0.11389,-0.11583,-0.11835,-0.11745,-0.11599,-0.11682,-0.11699,-0.11568,-0.11612,-0.11821,-0.11718,-0.11451,-0.11589,-0.11402,-0.1176,-0.11759,5
-0.11955,-0.11317,-0.11686,-0.11261,-0.11047,-0.11711,-0.11464,-0.11501,-0.11646,-0.11178,-0.11877,-0.1159,-0.1102,-0.11156,-0.1106,-0.11797,-0.10842,-0.1205,-0.11593,-0.10843,-0.11998,-0.11649,-0.11837,-0.11809,-0.11631,-0.11797,-0.11502,-0.11586,-0.11283,-0.11894,-0.11702,-0.11631,5
-0.11415,-0.11455,-0.11321,-0.1053,-0.11215,-0.11729,-0.11548,-0.11651,-0.11594,-0.11402,-0.11338,-0.11343,-0.11709,-0.11629,-0.11731,-0.11593,-0.11437,-0.11622,-0.1168,-0.11814,-0.11837,-0.11739,-0.11711,-0.1179,-0.11795,-0.11657,-0.10997,-0.11384,-0.12004,-0.11287,-0.11742,-0.11598,5
-0.11928,-0.11747,-0.10989,-0.12057,-0.11214,-0.11835,-0.11145,-0.11553,-0.11524,-0.1117,-0.11562,-0.11725,-0.11215,-0.11537,-0.11902,-0.11734,-0.10699,-0.11762,-0.11747,-0.11732,-0.11352,-0.11546,-0.11783,-0.11124,-0.11833,-0.11384,-0.11787,-0.11515,-0.1179,-0.11593,-0.12058,-0.11736,5
-0.11757,-0.11345,-0.11462,-0.11906,-0.11834,-0.11858,-0.11971,-0.11487,-0.11693,-0.1105,-0.11348,-0.1149,-0.11741,-0.11424,-0.11799,-0.11629,-0.11667,-0.11781,-0.11928,-0.11422,-0.11418,-0.11302,-0.11976,-0.11906,-0.11684,-0.11592,-0.1144,-0.11787,-0.11816,-0.11747,-0.11799,-0.11567,5
-0.11157,-0.11601,-0.11386,-0.11443,-0.11566,-0.11686,-0.11532,-0.11896,-0.11545,-0.11775,-0.11328,-0.11551,-0.11359,-0.11598,-0.11456,-0.11868,-0.11635,-0.11386,-0.11476,-0.11516,-0.11269,-0.11571,-0.11855,-0.11948,-0.11552,-0.11789,-0.11635,-0.11322,-0.11603,-0.11849,-0.10703,-0.11176,5
-0.11278,-0.11675,-0.11693,-0.11384,-0.11294,-0.11487,-0.11795,-0.11108,-0.11294,-0.11832,-0.11524,-0.11514,-0.11496,-0.11553,-0.11003,-0.11285,-0.1147,-0.11626,-0.10704,-0.11528,-0.11391,-0.11507,-0.11684,-0.11762,-0.11535,-0.11415,-0.10903,-0.11619,-0.116,-0.11691,-0.11449,-0.11652,5
-0.11248,-0.11618,-0.10966,-0.11682,-0.10684,-0.10775,-0.11689,-0.11284,-0.11436,-0.11424,-0.11196,-0.11064,-0.10933,-0.11529,-0.11653,-0.11221,-0.11494,-0.1155,-0.11389,-0.118,-0.11677,-0.10981,-0.11486,-0.11201,-0.11812,-0.11736,-0.11429,-0.11414,-0.11246,-0.11683,-0.11507,-0.11689,5
-0.11877,-0.11741,-0.11728,-0.11654,-0.11222,-0.11383,-0.11795,-0.11617,-0.1148,-0.11673,-0.11172,-0.11504,-0.11567,-0.1127,-0.11558,-0.11689,-0.11565,-0.11713,-0.11952,-0.11644,-0.11634,-0.11374,-0.11947,-0.11704,-0.11397,-0.11515,-0.11525,-0.11673,-0.11772,-0.11708,-0.11818,-0.11351,5
-0.11768,-0.1075,-0.11165,-0.1174,-0.11394,-0.11542,-0.11541,-0.10546,-0.11776,-0.11801,-0.10994,-0.11503,-0.1171,-0.11848,-0.11495,-0.11015,-0.11916,-0.11946,-0.11082,-0.11619,-0.115,-0.11425,-0.11585,-0.11346,-0.1129,-0.10808,-0.10884,-0.10462,-0.11447,-0.11175,-0.11343,-0.11325,5
-0.1195,-0.11224,-0.11612,-0.12052,-0.11987,-0.11994,-0.1151,-0.11847,-0.11707,-0.11833,-0.11714,-0.118,-0.11608,-0.11436,-0.11426,-0.1159,-0.11844,-0.1112,-0.11995,-0.11798,-0.11735,-0.11515,-0.12048,-0.11666,-0.11319,-0.1176,-0.11747,-0.11796,-0.12006,-0.11969,-0.1187,-0.11827,5
-0.11281,-0.1152,-0.11877,-0.11749,-0.11429,-0.11556,-0.11959,-0.1142,-0.11698,-0.11749,-0.11699,-0.11242,-0.11611,-0.11674,-0.117,-0.11154,-0.11224,-0.11758,-0.11437,-0.11266,-0.11566,-0.11464,-0.11263,-0.11718,-0.11519,-0.11876,-0.11775,-0.11722,-0.11402,-0.11633,-0.11561,-0.11326,5
-0.11431,-0.11623,-0.11782,-0.11926,-0.11317,-0.11842,-0.11644,-0.11568,-0.11417,-0.11763,-0.11075,-0.11301,-0.11743,-0.11798,-0.11223,-0.11636,-0.11241,-0.11679,-0.11764,-0.11767,-0.10771,-0.11879,-0.11042,-0.11784,-0.12062,-0.11327,-0.11632,-0.1154,-0.11916,-0.11581,-0.11614,-0.11661,5
-0.11301,-0.11532,-0.11172,-0.12048,-0.11656,-0.11992,-0.11644,-0.11901,-0.11979,-0.11543,-0.11464,-0.11604,-0.11771,-0.11708,-0.11197,-0.11561,-0.11935,-0.11434,-0.11642,-0.12091,-0.12044,-0.11576,-0.11921,-0.11438,-0.11724,-0.11937,-0.11536,-0.11677,-0.11603,-0.11303,-0.11698,-0.11907,5
-0.11662,-0.11789,-0.11834,-0.11781,-0.11754,-0.11935,-0.11953,-0.1167,-0.11718,-0.11719,-0.11729,-0.11763,-0.11717,-0.11926,-0.11738,-0.11852,-0.1203,-0.11843,-0.11669,-0.118,-0.1192,-0.11593,-0.1128,-0.11393,-0.11626,-0.11521,-0.11876,-0.11706,-0.12052,-0.11501,-0.11886,-0.11576,5
-0.11461,-0.11762,-0.11461,-0.11806,-0.11421,-0.11559,-0.11671,-0.11586,-0.11591,-0.1164,-0.11594,-0.11608,-0.11563,-0.11731,-0.11649,-0.11238,-0.11281,-0.11508,-0.11682,-0.11179,-0.11955,-0.118,-0.11589,-0.1208,-0.11931,-0.1168,-0.11526,-0.11787,-0.11135,-0.11787,-0.11678,-0.11841,5
-0.12019,-0.1168,-0.11779,-0.11789,-0.11623,-0.11794,-0.11736,-0.11657,-0.11471,-0.11852,-0.11521,-0.11531,-0.11489,-0.11822,-0.11882,-0.11693,-0.11062,-0.11713,-0.11821,-0.11484,-0.1183,-0.12009,-0.11417,-0.11442,-0.11743,-0.11777,-0.11862,-0.11737,-0.11763,-0.11532,-0.11191,-0.11935,5
-0.11867,-0.1173,-0.11608,-0.11655,-0.11199,-0.11522,-0.11561,-0.1132,-0.11753,-0.11954,-0.11505,-0.11865,-0.11827,-0.11066,-0.1172,-0.12002,-0.10979,-0.1158,-0.11827,-0.11648,-0.11062,-0.11443,-0.11838,-0.11835,-0.11417,-0.11426,-0.11125,-0.11634,-0.11536,-0.10905,-0.11654,-0.1129,5
-0.11689,-0.10923,-0.11338,-0.11705,-0.11876,-0.11622,-0.11207,-0.11661,-0.11705,-0.11888,-0.11581,-0.1084,-0.11509,-0.11649,-0.11297,-0.11763,-0.11907,-0.11643,-0.11603,-0.11308,-0.11575,-0.11442,-0.11683,-0.11725,-0.11296,-0.11632,-0.11697,-0.11621,-0.11763,-0.11744,-0.11707,-0.11731,5
-0.1172,-0.11627,-0.11637,-0.1147,-0.11576,-0.11582,-0.11075,-0.11552,-0.11699,-0.11677,-0.11844,-0.11287,-0.11654,-0.11662,-0.11595,-0.11518,-0.11652,-0.11083,-0.11786,-0.11715,-0.11839,-0.11277,-0.11695,-0.1187,-0.11743,-0.11507,-0.11693,-0.11757,-0.11278,-0.11771,-0.11713,-0.11524,5
-0.1143,-0.11779,-0.11868,-0.11416,-0.11605,-0.11902,-0.1192,-0.1199,-0.11175,-0.11578,-0.11356,-0.11633,-0.11733,-0.11578,-0.11941,-0.11639,-0.11703,-0.11613,-0.11212,-0.11731,-0.11645,-0.1196,-0.11414,-0.11676,-0.11107,-0.11977,-0.11936,-0.1194,-0.114,-0.11392,-0.11828,-0.10984,5
-0.11617,-0.11519,-0.11606,-0.11676,-0.11481,-0.11531,-0.11852,-0.11727,-0.11794,-0.11834,-0.11871,-0.11877,-0.1198,-0.1188,-0.1178,-0.11597,-0.11744,-0.11196,-0.11575,-0.12045,-0.11527,-0.1149,-0.11472,-0.11643,-0.11839,-0.11665,-0.1197,-0.11579,-0.11256,-0.11398,-0.11774,-0.11581,5
-0.11569,-0.11517,-0.11687,-0.11364,-0.11531,-0.11305,-0.11588,-0.11618,-0.11455,-0.11679,-0.11485,-0.11503,-0.11634,-0.11732,-0.1099,-0.11827,-0.11483,-0.11429,-0.10694,-0.11908,-0.11885,-0.11963,-0.11891,-0.11642,-0.11365,-0.11026,-0.11599,-0.11271,-0.11336,-0.11454,-0.11318,-0.11922,5
-0.11619,-0.11329,-0.11095,-0.11425,-0.11735,-0.11161,-0.11073,-0.11709,-0.11395,-0.11188,-0.1181,-0.11726,-0.11066,-0.11548,-0.11117,-0.1206,-0.11718,-0.11819,-0.11757,-0.11771,-0.11629,-0.11483,-0.1172,-0.11548,-0.11977,-0.11607,-0.11693,-0.11683,-0.11699,-0.11837,-0.11158,-0.11415,5
-0.114,-0.11651,-0.11231,-0.11551,-0.11813,-0.1176,-0.11219,-0.11328,-0.11694,-0.11705,-0.11718,-0.11613,-0.11518,-0.11424,-0.11582,-0.11746,-0.12014,-0.11345,-0.11433,-0.11049,-0.11619,-0.11762,-0.11441,-0.11454,-0.11659,-0.1124,-0.11396,-0.11383,-0.1163,-0.1164,-0.11167,-0.11614,5
-0.11142,-0.11177,-0.1091,-0.11238,-0.10712,-0.10829,-0.10937,-0.11121,-0.11019,-0.11298,-0.11461,-0.11271,-0.10876,-0.10926,-0.11095,-0.11257,-0.11004,-0.10482,-0.10955,-0.11096,-0.11071,-0.11098,-0.11098,-0.11091,-0.11221,-0.10823,-0.11457,-0.11085,-0.11263,-0.10864,-0.1101,-0.11424,5
-0.11653,-0.11552,-0.116,-0.11983,-0.11542,-0.11647,-0.11654,-0.11432,-0.11406,-0.11591,-0.11734,-0.11828,-0.11678,-0.11621,-0.11935,-0.10767,-0.11294,-0.11658,-0.12025,-0.11409,-0.11823,-0.11087,-0.11068,-0.1188,-0.11691,-0.11715,-0.11148,-0.11663,-0.11592,-0.11503,-0.11626,-0.12062,5
-0.11616,-0.11526,-0.1189,-0.11818,-0.11803,-0.11352,-0.11845,-0.11787,-0.11292,-0.11672,-0.11521,-0.11552,-0.11696,-0.11632,-0.1159,-0.11286,-0.11807,-0.10996,-0.11613,-0.11788,-0.11042,-0.11692,-0.11432,-0.1168,-0.10871,-0.11415,-0.11403,-0.1139,-0.11701,-0.12029,-0.11708,-0.11941,5
-0.11632,-0.11309,-0.11681,-0.11493,-0.11597,-0.12006,-0.11896,-0.11674,-0.11599,-0.11183,-0.11749,-0.11695,-0.11651,-0.11719,-0.1157,-0.11419,-0.11703,-0.11445,-0.11567,-0.11509,-0.11769,-0.11651,-0.11314,-0.11021,-0.11653,-0.1145,-0.11805,-0.1178,-0.11551,-0.11504,-0.1179,-0.11806,5
-0.11502,-0.11371,-0.11789,-0.11623,-0.11594,-0.11322,-0.11818,-0.12107,-0.10944,-0.11713,-0.11155,-0.11213,-0.11454,-0.11216,-0.11523,-0.11906,-0.11375,-0.11408,-0.11674,-0.10851,-0.11662,-0.10926,-0.11806,-0.11186,-0.11575,-0.11664,-0.11767,-0.11567,-0.11624,-0.11382,-0.11633,-0.11803,5
-0.11985,-0.11409,-0.11971,-0.11598,-0.11794,-0.11335,-0.1157,-0.11758,-0.11747,-0.11705,-0.1154,-0.11554,-0.11656,-0.11669,-0.11675,-0.11677,-0.11758,-0.11733,-0.11675,-0.11775,-0.11408,-0.11272,-0.1157,-0.11669,-0.11714,-0.11768,-0.1175,-0.11621,-0.11574,-0.11737,-0.11816,-0.11685,5
-0.11793,-0.11373,-0.1156,-0.10911,-0.11824,-0.11579,-0.11723,-0.11537,-0.11385,-0.11858,-0.11878,-0.11149,-0.11454,-0.11126,-0.11695,-0.11568,-0.11837,-0.11345,-0.11712,-0.11215,-0.11677,-0.11574,-0.1139,-0.10966,-0.11931,-0.12048,-0.11284,-0.11938,-0.11706,-0.11699,-0.11369,-0.11287,5
-0.11615,-0.11903,-0.11444,-0.11604,-0.11941,-0.11897,-0.11627,-0.11705,-0.11316,-0.11335,-0.11768,-0.11575,-0.11611,-0.10911,-0.11311,-0.11178,-0.11629,-0.11773,-0.11375,-0.11705,-0.11421,-0.11585,-0.11894,-0.11778,-0.11711,-0.11909,-0.11577,-0.11341,-0.11475,-0.11337,-0.11823,-0.11706,5
